"CAS番号","物質名","安衛法","皮膚等障害","がん原性","濃度基準値","安衛法危険物","特化則","特別管理物質","有機則","鉛則","粉じん則","化管法","毒劇法","消防法品名","化審法","大防法","水濁法有害物質","土対法","女性則","備考","出所"
"29736-89-8","水酸化カドミウム・水和物","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29767-20-2","（５Ｓ，５ａＲ，８ａＲ，９Ｒ）－９－（４－ヒドロキシ－３，５－ジメトキシフェニル）－８－オキソ－５，５ａ，６，８，８ａ，９－ヘキサヒドロフロ［３’，４’：６，７］ナフト［２，３－ｄ］［１，３］ジオキソール－５－イル＝４，６－Ｏ－［（Ｒ）－２－チエニルメチリデン］－β－Ｄ－グルコピラノシド","対象物","","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"29792-03-8","ピロール","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"29809-42-5","Thallium hydrogen carbonate","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29853-65-4","Telluric acid (H2TeO3), aluminum salt (3:2)","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29859-88-9","テトライソオクチル＝［（１，３－ジブチルジスタンノキサン－１，１，３，３－テトライル）テトラキス（スルファンジイル）］テトラアセタート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29870-72-2","Cadmium mercury telluride","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29871-10-1","ヒ酸コバルト","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29871-13-4","ヒ酸銅（ＩＩ）（１：？）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29881-72-9","（Ｚ，Ｚ，Ｚ）－４，４’－［（ジブチルスタニレン）ビス（オキシ）］ビス（４－オキソ－２－ブテン酸）ジ－９－オクタデセニル","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29904-98-1","２（３Ｈ）－ベンゾチアゾールチオンコバルト（ＩＩ）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29910-14-3","（Ｚ）－ヒドロキシ（ジメチル）［（１－オキソ－９－オクタデセニル）オキシ］スズ","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29911-28-2","１－（２－ブトキシ－１－メチルエトキシ）プロパン－２－オール","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"29935-35-1","六フッ化ヒ酸リチウム","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29973-13-5","２－エチルチオメチルフェニル－Ｎ－メチルカルバメート","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"29988-00-9","ａｒ，ａｒ’－ジクロロ－ａｒ，ａｒ’－メチレンジアニリン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"30031-44-8","ホウ酸マンガン","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"30099-72-0","［（デカンジオイル）ジオキシ］ビス（トリブチルスタンナン）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"30304-32-6","イソオクタン酸カドミウム（ＩＩ）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"30363-28-1","二ナトリウム＝（ＯＣ－６－２１）－［（エチレンジニトリロ－κ（２）Ｎ，Ｎ’）テトラキス（アセタト－κＯ）］カドマート（２－）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"30498-66-9","ジメチルヘプタン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"30516-87-1","３’－アジド－３’－デオキシチミジン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"30525-89-4","ポリ（オキシメチレン）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"30560-19-1","Ｏ，Ｓ－ジメチル＝アセチルホスホルアミドチオアート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"30605-61-9","ａｒ，ａｒ，ａｒ－トリクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"30623-04-2","硫酸カリウムカドミウム・六水和物","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"30638-08-5","フタロシアニンスルホナト（３－）コバルト酸水素","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"30638-09-6","三水素＝（フタロシアニントリスルホナト）クプラート（３－）","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"30638-10-9","四カリウム＝（フタロシアニンテトラスルホナト）クプラート（４－）","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"30674-80-7","２－イソシアナトエチル＝メタクリラート","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"30718-75-3","アンチモン酸ナトリウム・一水和物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"30719-10-9","ケイ酸鉛","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"30734-38-4","硫酸インジウム（ＩＩＩ）アンモニウム","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"30737-19-0","二クロム（３＋）＝トリオキサラート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"30744-82-2","四フッ化ホウ酸マンガン（ＩＩ）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"30776-59-1","テトラデシルベンゼンスルホン酸","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"30860-66-3","トリブチル［（１－オキシドピリジン－２－イル）スルファニル］スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"30947-30-9","Ｏ－エチル－３，５－ジ－ｔ－ブチルヒドロキシベンジルフォスフォネートニッケル塩","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"31017-44-4","ドデシルベンゼンスルホン酸カドミウム（ＩＩ）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"31045-95-1","ジブチルビス｛［（イソオクチルスルファニル）アセチル］オキシ｝スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"31065-88-0","オキシシアン化水銀（ＩＩ）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"31093-47-7","デシルベンゼンスルホン酸","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"31119-53-6","硫酸のカドミウム塩（１：１）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"31215-94-8","（１，１－ジメチルエチル）安息香酸カドミウム（ＩＩ）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"31218-83-4","Ｎ－エチル－Ｏ－（２－イソプロポキシカルボニル－１－メチルビニル）－Ｏ－メチルチオホスホルアミド","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"31242-93-0","六塩素化ジフェニルオキシド","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"31278-57-6","［ビス（クロロメチル）フタロシアニナト］銅","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"31330-63-9","４－（２Ｈ－テトラゾール－５－イル）テトラアザ－３－エン－２－カルボキシミドアミド一水和物","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"31394-54-4","２－メチルヘキサン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"31430-86-1","［（３，４，５，６－テトラクロロフタロイル）ジオキシ］ビス（トリブチルスタンナン）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"31472-83-0","オクタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"31508-00-6","２，３’，４，４’，５－ペンタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"31709-32-7","イソチオシアナト（トリプロピル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"31710-35-7","ジドデシル＝（２Ｚ，１１Ｚ）－６，６，８，８－テトラブチル－４，１０－ジオキソ－５，７，９－トリオキサ－６，８－ジスタンナトリデカ－２，１１－ジエンジオアート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"31732-71-5","ｒｅｌ－（２Ｒ，３Ｓ）－ビス（トリブタン－１－イルスタンニル）＝２，３－ジブロモスクシナート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"31754-55-9","硫酸マンガン","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"31754-56-0","硫酸マンガン","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"31781-13-2","２，２’－［（ジブチルスタニレン）ジチオ］ジプロピオン酸ビス（２－ブトキシエチル）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"31794-56-6","ビス（トリフェニルスズ）－α，α’－ジブロムサクシネート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"31895-21-3","Ｎ，Ｎ－ジメチル－１，２，３－トリチアン－５－イルアミン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"32011-19-1","ジブチルビス（メチル＝３－メルカプトプロパノアト）スズ","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"32055-14-4","アニリン・ホルムアルデヒド・ホスゲン重合物","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"32210-23-4","４－ｔｅｒｔ－ブチルシクロヘキシル＝アセタート","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"32241-08-0","ヘプタクロロナフタレン","対象物","","","","","","","","","","","","","第一種特定","","","","","","NITE-CHRIP"
"32294-60-3","Diphenyl ditelluride","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
